STN,YYYYMMDD,;HH,;DD,;FH,;FF,;FX,;T
321,20200717,;6;210;40;40;50;173,  1
321,20200717,;7;240;30;20;40;174,  1
321,20200717,;8;270;20;20;30;191,  1
321,20200717,;9;290;20;20;30;194,  1
321,20200717,;10;280;20;20;30;194,  1
321,20200717,;11;290;10;10;20;202,  1
321,20200717,;12;260;10;10;20;190,  1
321,20200717,;13;210;10;20;20;180,  1
321,20200717,;14;200;20;20;20;180,  1
321,20200717,;15;180;20;20;30;181,  1
321,20200717,;16;180;30;30;40;182,  1
321,20200717,;17;180;30;40;40;183,  1
321,20200717,;18;160;30;30;40;184,  1
321,20200717,;19;150;30;40;40;182,  1
321,20200717,;20;140;40;40;40;182,  1
321,20200717,;21;140;40;40;50;183,  1
321,20200717,;22;150;50;50;50;182,  1
321,20200717,;23;160;50;60;60;188,  1
321,20200717,;24;180;50;60;60;184,  1
321,20200718,;1;170;60;60;70;184,  1
321,20200718,;2;180;70;70;80;184,  1
321,20200718,;3;200;60;60;70;179,  1
321,20200718,;4;200;50;60;70;173,  1
321,20200718,;5;200;60;50;70;168,  1
321,20200718,;6;200;50;50;60;169,  1
321,20200718,;7;200;50;50;70;162,  1
321,20200718,;8;190;50;50;70;159,  1
321,20200718,;9;200;50;60;70;161,  1
321,20200718,;10;200;60;60;70;164,  1
321,20200718,;11;200;60;60;70;166,  1
321,20200718,;12;190;60;60;70;170,  1
321,20200718,;13;210;50;50;60;170,  1
321,20200718,;14;210;50;50;70;171,  1
321,20200718,;15;210;40;40;60;172,  1
321,20200718,;16;210;40;40;50;175,  1
321,20200718,;17;210;50;50;70;174,  1
321,20200718,;18;210;50;50;70;173,  1
321,20200718,;19;220;50;50;60;174,  1
321,20200718,;20;220;50;50;60;175,  1
321,20200718,;21;240;50;50;70;175,  1
321,20200718,;22;200;50;30;70;173,  1
321,20200718,;23;220;40;40;50;172,  1
321,20200718,;24;180;30;30;40;172,  1
321,20200719,;1;170;30;30;40;171,  1
321,20200719,;2;180;50;50;60;169,  1
321,20200719,;3;190;60;60;70;169,  1
321,20200719,;4;190;60;60;70;166,  1
321,20200719,;5;190;60;50;70;167,  1
321,20200719,;6;200;60;60;70;167,  1
321,20200719,;7;200;60;60;80;168,  1
321,20200719,;8;210;50;50;70;171,  1
321,20200719,;9;220;50;40;70;172,  1
321,20200719,;10;290;40;50;60;184,  1
321,20200719,;11;290;50;40;70;183,  1
321,20200719,;12;280;50;50;60;175,  1
321,20200719,;13;320;60;60;70;172,  1
321,20200719,;14;340;70;80;90;155,  1
321,20200719,;15;350;80;80;90;156,  1
321,20200719,;16;340;70;60;80;155,  1
321,20200719,;17;340;70;80;90;156,  1
321,20200719,;18;350;80;70;90;157,  1
321,20200719,;19;350;70;70;90;157,  1
321,20200719,;20;350;70;60;90;157,  1
321,20200719,;21;350;70;80;90;157,  1
321,20200719,;22;350;70;60;90;157,  1
321,20200719,;23;340;60;50;70;157
321,20200719,;24;340;50;60;70;155
321,20200720,;1;330;60;60;80;152
321,20200720,;2;340;60;50;70;152,  1
321,20200720,;3;350;50;60;70;152
321,20200720,;4;350;60;60;70;153
321,20200720,;5;350;60;50;70;152,  1
321,20200720,;6;350;50;50;70;153,  1
321,20200720,;7;360;50;40;70;154,  1
321,20200720,;8;330;30;30;50;157
321,20200720,;9;320;40;40;50;160,  1
321,20200720,;10;320;40;40;50;164
321,20200720,;11;320;40;40;50;167,  1
321,20200720,;12;320;40;40;50;170
321,20200720,;13;310;40;40;60;170,  1
321,20200720,;14;330;50;50;60;161,  1
321,20200720,;15;330;50;50;60;157,  1
321,20200720,;16;330;50;50;60;158,  1
321,20200720,;17;330;50;40;60;156,  1
321,20200720,;18;340;40;40;60;154
321,20200720,;19;320;40;40;50;154
321,20200720,;20;310;30;30;50;152
321,20200720,;21;320;40;40;50;151
321,20200720,;22;310;30;20;50;150
321,20200720,;23;300;30;30;40;150
321,20200720,;24;300;30;30;40;150
321,20200721,;1;290;30;30;40;151
321,20200721,;2;280;40;40;50;152
321,20200721,;3;270;40;30;50;152
321,20200721,;4;280;40;40;60;154,  1
321,20200721,;5;280;50;50;60;159,  1
321,20200721,;6;280;50;50;60;166,  1
321,20200721,;7;260;50;50;60;165,  1
321,20200721,;8;260;50;50;60;166,  1
321,20200721,;9;260;40;40;60;171,  1
321,20200721,;10;290;40;50;60;168,  1
321,20200721,;11;300;50;50;60;169,  1
321,20200721,;12;310;60;60;80;163,  1
321,20200721,;13;320;60;60;70;158
321,20200721,;14;320;50;50;70;161
321,20200721,;15;330;50;50;70;158
321,20200721,;16;320;60;60;80;155
321,20200721,;17;320;60;60;80;157
321,20200721,;18;320;50;50;70;151
321,20200721,;19;330;30;30;50;150
321,20200721,;20;330;40;40;50;148
321,20200721,;21;330;30;40;50;149
321,20200721,;22;340;40;40;50;150
321,20200721,;23;330;40;40;50;150,  1
321,20200721,;24;340;40;40;50;150,  1
321,20200722,;1;350;30;30;50;149,  1
321,20200722,;2;330;30;30;40;150,  1
321,20200722,;3;320;20;20;40;149,  1
321,20200722,;4;330;20;20;30;150,  1
321,20200722,;5;330;20;20;40;151,  1
321,20200722,;6;340;20;20;40;154
321,20200722,;7;360;20;20;30;154,  1
321,20200722,;8;10;20;20;30;154,  1
321,20200722,;9;350;20;20;30;155
321,20200722,;10;350;20;10;30;155
321,20200722,;11;310;10;10;20;161,  1
321,20200722,;12;0;10;0;10;161
321,20200722,;13;300;10;10;20;165
321,20200722,;14;280;10;10;20;167
321,20200722,;15;0;10;0;20;170,  1
321,20200722,;16;130;10;10;20;163
321,20200722,;17;110;20;20;30;159
321,20200722,;18;110;30;30;50;160
321,20200722,;19;120;40;40;50;163
321,20200722,;20;130;40;40;50;166
321,20200722,;21;150;40;40;50;170
321,20200722,;22;160;40;40;50;173,  1
321,20200722,;23;180;40;40;50;175,  1
321,20200722,;24;170;50;50;60;175,  1
321,20200723,;1;170;60;60;70;179,  1
321,20200723,;2;180;70;70;80;179,  1
321,20200723,;3;190;80;70;90;178,  1
321,20200723,;4;200;80;80;90;178,  1
321,20200723,;5;210;70;70;90;176,  1
321,20200723,;6;210;70;60;80;176,  1
321,20200723,;7;210;70;70;90;176,  1
321,20200723,;8;210;70;60;80;175,  1
321,20200723,;9;210;70;70;80;176,  1
321,20200723,;10;200;60;60;80;177,  1
321,20200723,;11;200;70;70;90;178,  1
321,20200723,;12;190;70;70;80;180,  1
321,20200723,;13;200;70;70;80;182,  1
321,20200723,;14;210;60;60;80;183,  1
321,20200723,;15;210;70;70;90;184,  1
321,20200723,;16;210;70;70;90;181,  1
321,20200723,;17;210;80;70;110;181,  1
321,20200723,;18;210;80;80;90;183,  1
321,20200723,;19;200;80;80;100;184,  1
321,20200723,;20;200;90;90;120;183,  1
321,20200723,;21;210;90;90;120;180,  1
321,20200723,;22;210;90;80;120;177,  1
321,20200723,;23;220;90;90;100;178,  1
321,20200723,;24;230;80;70;100;178,  1
321,20200724,;1;230;60;60;80;178,  1
321,20200724,;2;220;60;60;70;177,  1
321,20200724,;3;230;60;70;80;176,  1
321,20200724,;4;230;70;60;80;176,  1
321,20200724,;5;250;60;60;80;178,  1
321,20200724,;6;280;60;60;80;176,  1
321,20200724,;7;280;60;60;70;175,  1
321,20200724,;8;270;50;40;60;183,  1
321,20200724,;9;260;50;50;60;182,  1
321,20200724,;10;270;50;50;60;183,  1
321,20200724,;11;260;40;40;60;187,  1
321,20200724,;12;240;40;50;50;179,  1
321,20200724,;13;260;50;60;60;178,  1
321,20200724,;14;250;50;50;60;179,  1
321,20200724,;15;220;50;40;60;173,  1
321,20200724,;16;220;50;60;70;173,  1
321,20200724,;17;210;60;60;70;176,  1
321,20200724,;18;200;50;50;60;179,  1
321,20200724,;19;190;50;50;60;178,  1
321,20200724,;20;190;50;50;60;178,  1
321,20200724,;21;200;70;90;110;180,  1
321,20200724,;22;200;90;90;110;177,  1
321,20200724,;23;200;90;90;110;177,  1
321,20200724,;24;200;90;80;110;174,  1
321,20200725,;1;200;80;90;100;173,  1
321,20200725,;2;200;90;90;110;173,  1
321,20200725,;3;210;90;90;110;174,  1
321,20200725,;4;210;100;100;120;173,  1
321,20200725,;5;210;100;90;110;175,  1
321,20200725,;6;210;100;100;120;174,  1
321,20200725,;7;210;100;100;120;169,  1
321,20200725,;8;210;100;100;120;173,  1
321,20200725,;9;200;110;120;140;172,  1
321,20200725,;10;210;120;120;150;178,  1
321,20200725,;11;210;110;120;140;179,  1
321,20200725,;12;200;100;100;140;183,  1
321,20200725,;13;200;100;110;130;182,  1
321,20200725,;14;200;110;110;140;182,  1
321,20200725,;15;200;110;110;130;183,  1
321,20200725,;16;200;110;110;160;182,  1
321,20200725,;17;220;110;120;150;176,  1
321,20200725,;18;220;120;120;150;171,  1
321,20200725,;19;210;100;100;130;171,  1
321,20200725,;20;210;100;100;130;167,  1
321,20200725,;21;210;90;90;120;166,  1
321,20200725,;22;230;80;90;110;167,  1
321,20200725,;23;220;90;90;130;171,  1
321,20200725,;24;220;90;100;120;176,  1
321,20200726,;1;220;90;100;120;176,  1
321,20200726,;2;220;90;90;110;174,  1
321,20200726,;3;240;90;90;110;173,  1
321,20200726,;4;240;90;90;110;169,  1
321,20200726,;5;250;80;80;100;167,  1
321,20200726,;6;240;80;80;90;165,  1
321,20200726,;7;250;80;80;90;166,  1
321,20200726,;8;250;80;80;100;169,  1
321,20200726,;9;240;80;80;90;169,  1
321,20200726,;10;230;80;80;100;168,  1
321,20200726,;11;220;90;90;110;167,  1
321,20200726,;12;220;90;90;110;168,  1
321,20200726,;13;220;90;90;110;172,  1
321,20200726,;14;210;90;90;100;175,  1
321,20200726,;15;210;90;90;120;177,  1
321,20200726,;16;210;90;90;120;176,  1
321,20200726,;17;200;100;100;120;175,  1
321,20200726,;18;200;110;110;130;175,  1
321,20200726,;19;200;100;100;130;175,  1
321,20200726,;20;200;100;100;120;175,  1
321,20200726,;21;200;90;100;120;175,  1
321,20200726,;22;200;90;90;110;176,  1
321,20200726,;23;200;80;80;110;174,  1
321,20200726,;24;210;90;80;110;173,  1
321,20200727,;1;210;80;90;100;173,  1
321,20200727,;2;210;90;90;110;173,  1
321,20200727,;3;200;80;90;110;176,  1
321,20200727,;4;200;80;80;110;177,  1
321,20200727,;5;190;80;80;100;176,  1
321,20200727,;6;180;80;90;100;172,  1
321,20200727,;7;170;90;90;110;172,  1
321,20200727,;8;160;80;80;100;177,  1
321,20200727,;9;140;80;90;100;175,  1
321,20200727,;10;150;100;100;120;182,  1
321,20200727,;11;140;90;80;120;178,  1
321,20200727,;12;150;80;90;100;184,  1
321,20200727,;13;160;80;70;100;192,  1
321,20200727,;14;180;60;50;90;193,  1
321,20200727,;15;210;80;100;130;186,  1
321,20200727,;16;210;100;100;130;194,  1
321,20200727,;17;210;120;130;180;187,  1
321,20200727,;18;200;130;120;190;192,  1
321,20200727,;19;200;130;130;180;182,  1
321,20200727,;20;210;130;140;170;181,  1
321,20200727,;21;210;140;130;170;181,  1
321,20200727,;22;210;130;120;150;179,  1
321,20200727,;23;210;120;110;150;178,  1
321,20200727,;24;220;110;110;130;180,  1
321,20200728,;1;290;100;100;140;176,  1
321,20200728,;2;290;100;90;130;165,  1
321,20200728,;3;290;80;80;100;164
321,20200728,;4;270;70;70;100;166,  1
321,20200728,;5;250;80;80;100;166,  1
321,20200728,;6;240;100;100;120;166,  1
321,20200728,;7;240;100;100;120;167,  1
321,20200728,;8;240;100;100;120;163,  1
321,20200728,;9;250;100;90;120;163,  1
321,20200728,;10;250;90;90;100;166,  1
321,20200728,;11;240;90;80;110;167,  1
321,20200728,;12;230;80;80;110;166,  1
321,20200728,;13;240;90;100;110;174,  1
321,20200728,;14;240;100;100;110;176
321,20200728,;15;230;100;90;120;178,  1
321,20200728,;16;240;90;80;110;180,  1
321,20200728,;17;230;90;80;110;179,  1
321,20200728,;18;220;90;80;110;178,  1
321,20200728,;19;240;90;80;100;180,  1
321,20200728,;20;270;70;80;100;181,  1
321,20200728,;21;270;80;80;110;179,  1
321,20200728,;22;280;90;80;100;176
321,20200728,;23;280;110;120;140;170
321,20200728,;24;290;110;110;140;165
321,20200729,;1;280;110;100;130;163
321,20200729,;2;270;100;90;120;160
321,20200729,;3;280;90;80;110;159
321,20200729,;4;270;80;70;100;157,  1
321,20200729,;5;280;70;70;90;160
321,20200729,;6;270;70;80;90;163,  1
321,20200729,;7;260;70;80;90;162,  1
321,20200729,;8;250;70;70;90;163
321,20200729,;9;250;80;80;100;166,  1
321,20200729,;10;250;70;70;90;165,  1
321,20200729,;11;250;60;60;80;166,  1
321,20200729,;12;240;60;60;80;166,  1
321,20200729,;13;230;60;60;80;165,  1
321,20200729,;14;230;60;60;70;166,  1
321,20200729,;15;210;60;60;70;168,  1
321,20200729,;16;210;50;50;70;172,  1
321,20200729,;17;210;50;40;60;172,  1
321,20200729,;18;200;40;40;50;173,  1
321,20200729,;19;190;30;30;40;175,  1
321,20200729,;20;170;30;20;40;176,  1
321,20200729,;21;140;20;20;20;177,  1
321,20200729,;22;150;20;20;20;177,  1
321,20200729,;23;160;20;30;30;177,  1
321,20200729,;24;150;30;40;40;178,  1
321,20200730,;1;160;40;40;50;179,  1
321,20200730,;2;150;50;50;50;178,  1
321,20200730,;3;150;50;60;70;178,  1
321,20200730,;4;160;60;50;60;177,  1
321,20200730,;5;150;50;50;60;176,  1
321,20200730,;6;150;50;50;60;178,  1
321,20200730,;7;160;50;50;60;180,  1
321,20200730,;8;160;50;50;60;179,  1
321,20200730,;9;160;50;40;50;179,  1
321,20200730,;10;160;40;40;50;181,  1
321,20200730,;11;160;30;20;40;182,  1
321,20200730,;12;140;20;20;30;182,  1
321,20200730,;13;130;20;10;30;182,  1
321,20200730,;14;50;10;10;20;182,  1
321,20200730,;15;40;20;20;30;186,  1
321,20200730,;16;50;30;30;30;190,  1
321,20200730,;17;60;30;30;40;191,  1
321,20200730,;18;60;40;50;60;188,  1
321,20200730,;19;60;50;50;60;190,  1
321,20200730,;20;60;50;60;60;194,  1
321,20200730,;21;60;50;50;60;193,  1
321,20200730,;22;60;60;60;60;194,  1
321,20200730,;23;70;60;50;60;193,  1
321,20200730,;24;90;60;50;70;197,  1
321,20200731,;1;90;50;50;60;197,  1
321,20200731,;2;110;60;60;70;200,  1
321,20200731,;3;100;60;60;70;198,  1
321,20200731,;4;100;60;60;70;198,  1
321,20200731,;5;90;70;70;80;196,  1
321,20200731,;6;100;60;60;70;196,  1
321,20200731,;7;80;60;70;80;195,  1
321,20200731,;8;80;70;70;80;196,  1
321,20200731,;9;90;80;80;90;204,  1
321,20200731,;10;90;70;70;90;209,  1
321,20200731,;11;90;80;80;90;216,  1
321,20200731,;12;90;80;80;90;224,  1
321,20200731,;13;90;90;90;100;235,  1
321,20200731,;14;90;90;90;100;239,  1
321,20200731,;15;90;90;80;100;241,  1
321,20200731,;16;90;90;100;110;254,  1
321,20200731,;17;90;100;100;110;254,  1
321,20200731,;18;90;110;110;120;263,  1
321,20200731,;19;90;110;110;120;257,  1
321,20200731,;20;100;110;100;120;253,  1
321,20200731,;21;150;100;90;120;250,  1
321,20200731,;22;230;90;70;140;220,  1
321,20200731,;23;190;80;90;130;206,  1
321,20200731,;24;210;70;80;90;190,  1
321,20200801,;1;210;70;80;90;186,  1
321,20200801,;2;220;80;80;120;185,  1
321,20200801,;3;220;90;90;120;186,  1
321,20200801,;4;230;90;80;110;185,  1
321,20200801,;5;230;80;70;110;185,  1
321,20200801,;6;230;60;50;70;186,  1
321,20200801,;7;230;70;60;80;186,  1
321,20200801,;8;230;70;70;90;183,  1
321,20200801,;9;220;70;60;80;183,  1
321,20200801,;10;230;50;50;70;185,  1
321,20200801,;11;240;50;40;70;188,  1
321,20200801,;12;230;60;50;60;185,  1
321,20200801,;13;220;60;70;90;183,  1
321,20200801,;14;210;70;70;90;185,  1
321,20200801,;15;200;70;60;80;187,  1
321,20200801,;16;220;70;70;90;186,  1
321,20200801,;17;210;80;80;100;185,  1
321,20200801,;18;210;80;70;110;185,  1
321,20200801,;19;210;80;80;100;184,  1
321,20200801,;20;210;80;70;100;184,  1
321,20200801,;21;210;70;70;90;183,  1
321,20200801,;22;210;70;70;90;181,  1
321,20200801,;23;220;70;80;90;181,  1
321,20200801,;24;230;80;80;100;181,  1
321,20200802,;1;240;70;50;90;181,  1
321,20200802,;2;310;70;70;80;176,  1
321,20200802,;3;310;70;50;90;176,  1
321,20200802,;4;320;50;40;60;176,  1
321,20200802,;5;300;50;60;70;176,  1
321,20200802,;6;310;70;60;80;181,  1
321,20200802,;7;290;60;70;80;182,  1
321,20200802,;8;300;60;70;80;176,  1
321,20200802,;9;300;60;50;70;176,  1
321,20200802,;10;290;50;40;60;181,  1
321,20200802,;11;270;40;40;60;183,  1
321,20200802,;12;250;50;50;70;178,  1
321,20200802,;13;240;50;40;60;177,  1
321,20200802,;14;240;40;30;50;176,  1
321,20200802,;15;230;40;50;60;174,  1
321,20200802,;16;220;40;50;60;176,  1
321,20200802,;17;210;50;50;70;176,  1
321,20200802,;18;200;60;60;70;175,  1
321,20200802,;19;200;50;50;70;177,  1
321,20200802,;20;200;60;70;70;179,  1
321,20200802,;21;190;60;60;70;180,  1
321,20200802,;22;200;50;50;60;181,  1
321,20200802,;23;190;50;50;60;183,  1
321,20200802,;24;200;60;60;70;181,  1
321,20200803,;1;190;50;60;70;178,  1
321,20200803,;2;190;60;60;70;178,  1
321,20200803,;3;190;50;40;70;177,  1
321,20200803,;4;200;50;40;60;180,  1
321,20200803,;5;200;40;30;50;181,  1
321,20200803,;6;190;30;30;40;183,  1
321,20200803,;7;210;40;40;50;179,  1
321,20200803,;8;210;50;50;60;179,  1
321,20200803,;9;260;50;40;60;180,  1
321,20200803,;10;310;90;80;130;163,  1
321,20200803,;11;340;80;80;100;169,  1
321,20200803,;12;10;70;60;100;164,  1
321,20200803,;13;360;40;40;60;168,  1
321,20200803,;14;340;40;50;70;170,  1
321,20200803,;15;340;60;60;80;170,  1
321,20200803,;16;320;60;60;70;172,  1
321,20200803,;17;330;60;60;70;167,  1
321,20200803,;18;330;70;70;90;168,  1
321,20200803,;19;340;70;70;80;166,  1
321,20200803,;20;340;60;60;80;164,  1
321,20200803,;21;340;60;70;80;164,  1
321,20200803,;22;340;60;60;80;163,  1
321,20200803,;23;330;60;60;70;161,  1
321,20200803,;24;330;60;60;70;162,  1
321,20200804,;1;330;50;50;60;163
321,20200804,;2;340;50;50;60;164
321,20200804,;3;320;40;50;60;162
321,20200804,;4;320;40;30;50;162
321,20200804,;5;340;30;30;50;164
321,20200804,;6;320;20;20;40;171
321,20200804,;7;330;10;10;30;172
321,20200804,;8;0;10;0;10;182
321,20200804,;9;150;10;10;20;174
321,20200804,;10;170;20;30;40;171
321,20200804,;11;170;30;40;50;172
321,20200804,;12;180;40;40;50;173
321,20200804,;13;190;50;50;60;174,  1
321,20200804,;14;170;40;40;60;177,  1
321,20200804,;15;150;40;40;50;178,  1
321,20200804,;16;160;40;40;60;181,  1
321,20200804,;17;190;60;70;90;186,  1
321,20200804,;18;200;90;90;110;183,  1
321,20200804,;19;200;100;100;130;182,  1
321,20200804,;20;200;110;100;140;183,  1
321,20200804,;21;200;110;110;140;180,  1
321,20200804,;22;210;110;110;140;180,  1
321,20200804,;23;200;110;110;140;177,  1
321,20200804,;24;210;110;110;130;178,  1
321,20200805,;1;210;110;100;130;179,  1
321,20200805,;2;200;110;110;140;177,  1
321,20200805,;3;210;110;110;130;177,  1
321,20200805,;4;200;110;110;130;177,  1
321,20200805,;5;200;110;110;140;179,  1
321,20200805,;6;210;110;110;140;184,  1
321,20200805,;7;200;100;100;140;180,  1
321,20200805,;8;200;90;90;120;184,  1
321,20200805,;9;200;90;80;110;187,  1
321,20200805,;10;190;80;70;100;189,  1
321,20200805,;11;190;60;50;80;193,  1
321,20200805,;12;160;50;50;70;196,  1
321,20200805,;13;160;60;60;70;204,  1
321,20200805,;14;180;60;50;70;205,  1
321,20200805,;15;210;50;50;60;203,  1
321,20200805,;16;220;50;50;70;197,  1
321,20200805,;17;200;60;50;80;198,  1
321,20200805,;18;170;50;50;60;199,  1
321,20200805,;19;160;60;70;70;199,  1
321,20200805,;20;160;70;70;80;199,  1
321,20200805,;21;160;60;60;80;198,  1
321,20200805,;22;180;60;60;80;198,  1
321,20200805,;23;190;60;50;70;194,  1
321,20200805,;24;210;60;60;80;197,  1
321,20200806,;1;210;60;50;70;195,  1
321,20200806,;2;200;50;50;70;195,  1
321,20200806,;3;210;60;60;70;191,  1
321,20200806,;4;210;60;60;70;190,  1
321,20200806,;5;210;50;50;60;188,  1
321,20200806,;6;200;50;50;70;190,  1
321,20200806,;7;190;50;50;60;193,  1
321,20200806,;8;180;50;40;60;191,  1
321,20200806,;9;200;40;40;50;193,  1
321,20200806,;10;200;30;30;40;195,  1
321,20200806,;11;210;20;20;40;194,  1
321,20200806,;12;220;20;20;30;197,  1
321,20200806,;13;110;20;20;20;193,  1
321,20200806,;14;310;10;20;20;202,  1
321,20200806,;15;350;20;20;30;198,  1
321,20200806,;16;360;30;30;30;196,  1
321,20200806,;17;10;40;40;40;193,  1
321,20200806,;18;40;40;40;50;191,  1
321,20200806,;19;50;50;50;60;193,  1
321,20200806,;20;50;50;50;60;196,  1
321,20200806,;21;50;50;60;70;195,  1
321,20200806,;22;50;70;80;90;200,  1
321,20200806,;23;50;80;80;90;209,  1
321,20200806,;24;50;80;70;90;203,  1
321,20200807,;1;60;70;60;80;200,  1
321,20200807,;2;80;60;60;70;202,  1
321,20200807,;3;100;50;50;60;202,  1
321,20200807,;4;120;50;40;50;206,  1
321,20200807,;5;130;40;40;50;211,  1
321,20200807,;6;130;50;50;60;217,  1
321,20200807,;7;140;50;50;60;213,  1
321,20200807,;8;140;50;50;60;210,  1
321,20200807,;9;150;50;50;60;213,  1
321,20200807,;10;150;40;40;50;217,  1
321,20200807,;11;160;40;30;40;230,  1
321,20200807,;12;150;30;20;30;228,  1
321,20200807,;13;150;20;10;30;239,  1
321,20200807,;14;0;0;0;10;245,  1
321,20200807,;15;30;0;10;10;244,  1
321,20200807,;16;50;20;20;20;251,  1
